strain	accession	genbank_accession_rev	strain_original	date	region	country	division	location	host	date_submitted	sra_accession	abbr_authors	reverse	clade	lineage	missing_data	divergence	nonACGTN	QC_missing_data	QC_mixed_sites	QC_rare_mutations	QC_frame_shifts	QC_stop_codons	frame_shifts	is_reverse_complement	authors	institution
ON585034	ON585034	ON585034.1	Monkeypox/PT0007/2022	2022-05-15	Europe	Portugal			Homo sapiens	2022-05-24		Isidro et al		hMPXV-1	B.1	184.0	605.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Ferreira,R., Sobral,D., Nunes,A., Santos,J.D., Mixao,V., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
ON880533	ON880533	ON880533.1	MpxV/human/CAN/UN-NML-3257/2022	2022-05-30	North America	Canada			Homo sapiens	2022-06-30		Duggan et al		hMPXV-1	B.1	6411.0	595.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	
ON803423	ON803423	ON803423.1	MpxV/human/CAN/UN-NML-2851/2022	2022-05-19	North America	Canada			Homo sapiens	2022-06-21		Knox et al		hMPXV-1	B.1	575.0	606.0	0.0	good	good	good	good	good		False	Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J.	
ON649709	ON649709	ON649709.1	Monkeypox/PT0028/2022	2022-05-18	Europe	Portugal			Homo sapiens	2022-06-01		Isidro et al		hMPXV-1	B.1	103.0	605.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
ON803424	ON803424	ON803424.1	MpxV/human/CAN/UN-NML-2852/2022	2022-05-19	North America	Canada			Homo sapiens	2022-06-21		Knox et al		hMPXV-1	B.1	110.0	605.0	0.0	good	good	good	good	good		False	Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J.	
ON880537	ON880537	ON880537.1	MpxV/human/CAN/UN-NML-3273/2022	2022-05-31	North America	Canada			Homo sapiens	2022-06-30		Duggan et al		hMPXV-1	B.1	141.0	606.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	
ON803425	ON803425	ON803425.1	MpxV/human/CAN/UN-NML-2853/2022	2022-05-19	North America	Canada			Homo sapiens	2022-06-21		Knox et al		hMPXV-1	B.1	171.0	605.0	0.0	good	good	good	good	good		False	Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J.	
ON880539	ON880539	ON880539.1	MpxV/human/CAN/UN-NML-3339/2022	2022-06-01	North America	Canada			Homo sapiens	2022-06-30		Duggan et al		hMPXV-1	B.1	0.0	605.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	
ON880540	ON880540	ON880540.1	MpxV/human/CAN/UN-NML-3342/2022	2022-06-01	North America	Canada			Homo sapiens	2022-06-30		Duggan et al		hMPXV-1	B.1	76.0	608.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	
ON880541	ON880541	ON880541.1	MpxV/human/CAN/UN-NML-3344/2022	2022-06-01	North America	Canada			Homo sapiens	2022-06-30		Duggan et al		hMPXV-1	B.1	6290.0	587.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	
ON803426	ON803426	ON803426.1	MpxV/human/CAN/UN-NML-2856/2022	2022-05-19	North America	Canada			Homo sapiens	2022-06-21		Knox et al		hMPXV-1	B.1	2130.0	600.0	0.0	good	good	good	good	good		False	Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J.	
ON803428	ON803428	ON803428.1	MpxV/human/CAN/UN-NML-2869/2022	2022-05-21	North America	Canada			Homo sapiens	2022-06-21		Knox et al		hMPXV-1	B.1	5579.0	589.0	0.0	good	good	good	good	good	OPG044:146-150	False	Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J.	
ON619835	ON619835	ON619835.2	MPXV_UK_2022_1	2022-05-XX	Europe	United Kingdom			Homo sapiens	2022-05-27		Groves et al		hMPXV-1	B.1	102.0	605.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Pullan,S.T., Carter,D.P., Crook,J.M., Myers,R., Vipond,R., Chand,M.	Research & Evaluation, UKHSA, UK
ON803429	ON803429	ON803429.1	MpxV/human/CAN/UN-NML-2873/2022	2022-05-19	North America	Canada			Homo sapiens	2022-06-21		Knox et al		hMPXV-1	B.1	55.0	605.0	0.0	good	good	good	good	good		False	Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J.	
ON880545	ON880545	ON880545.1	MpxV/human/CAN/UN-NML-3366/2022	2022-06-02	North America	Canada			Homo sapiens	2022-06-30		Duggan et al		hMPXV-1	B.1	0.0	606.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	
ON694336	ON694336	ON694336.1	MPXV/Germany/2022/RKI024	2022-05-XX	Europe	Germany			Homo sapiens	2022-06-07		Brinkmann et al		hMPXV-1	B.1	77.0	604.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	Centre for Biological Threats, Highly Pathogenic Viruses, Robert Koch Institute, Germany
ON880547	ON880547	ON880547.1	MpxV/human/CAN/UN-NML-3441/2022	2022-06-03	North America	Canada			Homo sapiens	2022-06-30		Duggan et al		hMPXV-1	B.1	66.0	610.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	
ON803431	ON803431	ON803431.1	MpxV/human/CAN/UN-NML-2883/2022	2022-05-20	North America	Canada			Homo sapiens	2022-06-21		Knox et al		hMPXV-1	B.1	102.0	606.0	0.0	good	good	good	good	good		False	Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J.	
ON880549	ON880549	ON880549.1	MpxV/human/CAN/UN-NML-3450/2022	2022-06-03	North America	Canada			Homo sapiens	2022-06-30		Duggan et al		hMPXV-1	B.1	25.0	608.0	0.0	good	good	good	good	good		False	Duggan,A., Hole,D., Knox,N., Yadav,C., Haidl,E., Chapel,M., Domselaar,G.V., Fernando,L., Graham,M., Antonation,K., Audet,J., Hagan,M., Safronetz,D., Leung,A., Peters,G., Go,A., Laminman,V., Kaplen,B., Jolly,G., Charest,H., Levade,I., Fafard,J.	
ON803432	ON803432	ON803432.1	MpxV/human/CAN/UN-NML-2884/2022	2022-05-20	North America	Canada			Homo sapiens	2022-06-21		Knox et al		hMPXV-1	B.1	56.0	606.0	0.0	good	good	good	good	good		False	Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J.	
ON619836	ON619836	ON619836.2	MPXV_UK_2022_2	2022-05-XX	Europe	United Kingdom			Homo sapiens	2022-05-27		Groves et al		hMPXV-1	B.1	97.0	607.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Pullan,S.T., Carter,D.P., Crook,J.M., Myers,R., Vipond,R., Chand,M.	Research & Evaluation, UKHSA, UK
ON929057	ON929057	ON929057.1	MPXV/Germany/2022/RKI070	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	0.0	607.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Jessen,H., Schaade,L., Nitsche,A.	
ON649711	ON649711	ON649711.1	Monkeypox/PT0026/2022	2022-05-18	Europe	Portugal			Homo sapiens	2022-06-01		Isidro et al		hMPXV-1	B.1	4233.0	588.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
ON803434	ON803434	ON803434.1	MpxV/human/CAN/UN-NML-2886/2022	2022-05-20	North America	Canada			Homo sapiens	2022-06-21		Knox et al		hMPXV-1	B.1	1333.0	600.0	0.0	good	good	good	good	good		False	Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J.	
ON929060	ON929060	ON929060.1	MPXV/Germany/2022/RKI102	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	442.0	609.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON803435	ON803435	ON803435.1	MpxV/human/CAN/UN-NML-2893/2022	2022-05-20	North America	Canada			Homo sapiens	2022-06-21		Knox et al		hMPXV-1	B.1	70.0	608.0	0.0	good	good	good	good	good		False	Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J.	
ON929062	ON929062	ON929062.1	MPXV/Germany/2022/RKI104	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	1273.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON929063	ON929063	ON929063.1	MPXV/Germany/2022/RKI105	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	23.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON649712	ON649712	ON649712.1	Monkeypox/PT0025/2022	2022-05-19	Europe	Portugal			Homo sapiens	2022-06-01		Isidro et al		hMPXV-1	B.1	334.0	605.0	0.0	good	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
ON803436	ON803436	ON803436.1	MpxV/human/CAN/UN-NML-2894/2022	2022-05-20	North America	Canada			Homo sapiens	2022-06-21		Knox et al		hMPXV-1	B.1	1268.0	604.0	0.0	good	good	good	good	good	OPG165:86-269	False	Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J.	
ON929066	ON929066	ON929066.1	MPXV/Germany/2022/RKI108	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	0.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON929067	ON929067	ON929067.1	MPXV/Germany/2022/RKI109	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	0.0	609.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON929068	ON929068	ON929068.1	MPXV/Germany/2022/RKI110	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	0.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON929069	ON929069	ON929069.1	MPXV/Germany/2022/RKI111	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	31.0	609.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON929070	ON929070	ON929070.1	MPXV/Germany/2022/RKI112	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	0.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON649713	ON649713	ON649713.1	Monkeypox/PT0020/2022	2022-05-19	Europe	Portugal			Homo sapiens	2022-06-01		Isidro et al		hMPXV-1	B.1	6.0	604.0	0.0	good	good	good	good	good	OPG023:526-661	False	Isidro,J., Borges,V., Pinto,M., Sobral,D., Santos,J.D., Nunes,A., Mixao,V., Ferreira,R., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Carvalho,I.L., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
ON929072	ON929072	ON929072.1	MPXV/Germany/2022/RKI114	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	0.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON929073	ON929073	ON929073.1	MPXV/Germany/2022/RKI115	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	442.0	607.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON929074	ON929074	ON929074.1	MPXV/Germany/2022/RKI119	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	0.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON929075	ON929075	ON929075.1	MPXV/Germany/2022/RKI120	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	6.0	608.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON929076	ON929076	ON929076.1	MPXV/Germany/2022/RKI121	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	0.0	607.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON929077	ON929077	ON929077.1	MPXV/Germany/2022/RKI122	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	959.0	599.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON803443	ON803443	ON803443.1	MpxV/human/CAN/UN-NML-2975/2022	2022-05-16	North America	Canada			Homo sapiens	2022-06-21		Knox et al		hMPXV-1	B.1	1899.0	601.0	0.0	good	good	good	good	good		False	Knox,N., Duggan,A., Yadav,C., Hole,D., Haidl,E., Chapel,M., Jolly,G., Domselaar,G.V., Antonation,K., Leung,A., Fernando,L., Audet,J., Hagan,M., Graham,M., Griffiths,E., Safronetz,D., Charest,H., Levade,I., Fafard,J.	
ON619837	ON619837	ON619837.2	MPXV_UK_2022_3	2022-05-XX	Europe	United Kingdom			Homo sapiens	2022-05-27		Groves et al		hMPXV-1	B.1	792.0	604.0	0.0	good	good	good	good	good		False	Groves,N., Osman,K.L., Lewandowski,K.S., Pullan,S.T., Carter,D.P., Crook,J.M., Myers,R., Vipond,R., Chand,M.	Research & Evaluation, UKHSA, UK
ON929079	ON929079	ON929079.1	MPXV/Germany/2022/RKI124	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	0.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON929081	ON929081	ON929081.1	MPXV/Germany/2022/RKI126	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	47.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON808413	ON808413	ON808413.1	CVR_MPXV1a	2022-05-15	Europe	United Kingdom			Homo sapiens	2022-06-21		Filipe et al		hMPXV-1	B.1	0.0	606.0	0.0	good	good	good	good	good		False	Filipe,A., Tong,L., Vattipally,S.B., Maclean,A., Gunson,R., Holden,M.T.G., Barr,D., Ho,A., Palmarini,M., Rambaut,A., Robertson,D.L., Thomson,E.C.	
ON929083	ON929083	ON929083.1	MPXV/Germany/2022/RKI128	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	0.0	606.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON720848	ON720848	ON720848.1	MpxV/Spain/MD-HGUGM-6513479/2022	2022-05-27	Europe	Spain			Homo sapiens	2022-06-09		Buenestado-Serrano et al		hMPXV-1	B.1	7669.0	578.0	58.0	mediocre	bad	good	bad	good	NBT03_gp052:9-130,NBT03_gp174:175-177,NBT03_gp175:156-438,OPG019:49-143,OPG021:94-243,OPG022:122-127,OPG023:261-383,OPG023:574-661,OPG036:136-178,OPG037:156-443,OPG040:269-376,OPG042:34-416,OPG043:54-277,OPG044:149-150,OPG054:18-440,OPG055:266-355,OPG056:354-379,OPG057:113-373,OPG061:50-232,OPG063:2-82,OPG063:98-163,OPG063:188-226,OPG063:235-393,OPG064:389-738,OPG066:224-260,OPG068:158-543,OPG070:145-274,OPG071:559-903,OPG074:20-523,OPG075:76-109,OPG078:57-74,OPG080:93-765,OPG082:313-383,OPG083:366-424,OPG084:3-270,OPG084:415-677,OPG085:19-457,OPG085:566-592,OPG087:15-67,OPG087:98-176,OPG088:34-125,OPG090:25-64,OPG096:82-93,OPG097:243-345,OPG098:120-252,OPG099:47-129,OPG100:19-153,OPG101:56-178,OPG102:32-334,OPG104:25-134,OPG105:208-779,OPG105:1190-1287,OPG109:117-206,OPG109:454-796,OPG111:128-315,OPG112:41-147,OPG113:837-846,OPG114:144-147,OPG115:45-234,OPG116:72-219,OPG117:435-462,OPG117:478-549,OPG118:79-638,OPG119:160-162,OPG120:79-305,OPG122:4-249,OPG123:267-569,OPG124:206-288,OPG125:356-552,OPG127:79-225,OPG133:193-394,OPG133:424-435,OPG133:494-584,OPG133:595-711,OPG134:18-248,OPG136:476-892,OPG137:75-319,OPG138:7-191,OPG139:35-71,OPG140:69-91,OPG142:49-95,OPG145:26-152,OPG145:257-267,OPG145:436-493,OPG148:158-193,OPG148:233-420,OPG149:18-188,OPG151:1034-1165,OPG153:298-510,OPG154:58-111,OPG160:89-301,OPG164:91-229,OPG165:238-269,OPG170:219-222,OPG172:191-197,OPG175:95-126,OPG176:178-241,OPG178:13-205,OPG180:223-274,OPG181:151-335,OPG189:55-207,OPG190:113-318,OPG192:4-183,OPG193:104-262,OPG198:230-283,OPG200:7-150,OPG208:95-358,OPG209:129-191,OPG210:727-1881	False	Buenestado-Serrano,S., Palomino-Cabrera,R., Penas-Utrilla,D., Rodriguez-Grande,J., Sola Campoy,P., Perez-Lago,L., Rodriguez-Grande,C., Herranz Martin,M., Suarez,J., Catalan,P., Munoz,P., Garcia de Viedma,D.	Microbial Genomics, Hospital General Universitario Gregorio Marañón, Madrid, Spain
ON929085	ON929085	ON929085.1	MPXV/Germany/2022/RKI130	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	0.0	609.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON808415	ON808415	ON808415.1	CVR_MPXV1c	2022-05-15	Europe	United Kingdom			Homo sapiens	2022-06-21		Filipe et al		hMPXV-1	B.1	0.0	604.0	1.0	good	good	good	good	good		False	Filipe,A., Tong,L., Vattipally,S.B., Maclean,A., Gunson,R., Holden,M.T.G., Barr,D., Ho,A., Palmarini,M., Rambaut,A., Robertson,D.L., Thomson,E.C.	
ON585036	ON585036	ON585036.1	Monkeypox/PT0010/2022	2022-05-15	Europe	Portugal			Homo sapiens	2022-05-24		Isidro et al		hMPXV-1	B.1	17067.0	549.0	0.0	mediocre	good	good	good	good		False	Isidro,J., Borges,V., Pinto,M., Ferreira,R., Sobral,D., Nunes,A., Santos,J.D., Mixao,V., Santos,D., Duarte,S., Vieira,L., Borrego,M.J., Nuncio,S., Pelerito,A., Cordeiro,R., Gomes,J.P.	Institute National de Saude Doutor Ricardo Jorge (INSA), Portugal
ON736420	ON736420	ON736420.2	MPX/2022/Canada/AB1	2022-05-31	North America	Canada			Homo sapiens	2022-06-10		Croxen et al		hMPXV-1	B.1	20.0	606.0	7.0	good	good	good	good	good		False	Croxen,M., Deo,A., Dieu,P., Dong,X., Gill,K., Granger,D., Ferrato,C., Ikkurti,V., Kanji,J., Koleva,P., Li,V., Lloyd,C., Lynch,T., Ma,R., Pabbaraju,K., Rotich,S., Sergeant,H., Shideler,S., Skitsko,T., Shokopoles,S., Tipples,G., Thayer,J., Wong,A.	
ON808417	ON808417	ON808417.1	CVR_MPXV1e	2022-05-15	Europe	United Kingdom			Homo sapiens	2022-06-21		Filipe et al		hMPXV-1	B.1	0.0	604.0	0.0	good	good	good	good	good		False	Filipe,A., Tong,L., Vattipally,S.B., Maclean,A., Gunson,R., Holden,M.T.G., Barr,D., Ho,A., Palmarini,M., Rambaut,A., Robertson,D.L., Thomson,E.C.	
ON929089	ON929089	ON929089.1	MPXV/Germany/2022/RKI134	2022-07-XX	Europe	Germany			Homo sapiens	2022-07-06		Brinkmann et al		hMPXV-1	B.1	0.0	609.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Pape,K., Uddin,S., Schrick,L., Michel,J., Schaade,L., Nitsche,A.	
ON813251	ON813251	ON813251.2	MPXV/Germany/2022/RKI051	2022-06-XX	Europe	Germany			Homo sapiens	2022-06-22		Brinkmann et al		hMPXV-1	B.1	925.0	605.0	0.0	good	good	good	good	good		False	Brinkmann,A., Kohl,C., Uddin,S., Pape,K., Schrick,L., Michel,J., Pfaefflin,F., Schaade,L., Nitsche,A.	
ON950045	ON950045	ON950045.1	MPXV/ITM_pt_31/Belgium/27-May-2022	2022-05-27	Europe	Belgium			Homo sapiens	2022-07-08		De Baetselier et al		hMPXV-1	B.1	408.0	602.0	0.0	good	good	good	mediocre	good	NBT03_gp052:9-130,OPG023:386-661,OPG025:50-631,OPG044:149-150,OPG054:145-440,OPG056:354-636,OPG057:113-373,OPG061:50-232,OPG063:66-480,OPG064:262-738,OPG074:365-666,OPG078:57-74,OPG084:11-677,OPG088:43-125,OPG093:54-261,OPG096:82-93,OPG097:267-345,OPG102:49-334,OPG104:61-134,OPG109:117-453,OPG114:11-147,OPG123:571-632,OPG124:206-288,OPG125:500-552,OPG133:396-711,OPG134:88-293,OPG136:878-892,OPG138:7-191,OPG145:15-493,OPG149:185-188,OPG151:3-1165,OPG154:58-111,OPG155:9-147,OPG159:134-146,OPG165:238-269,OPG170:219-222,OPG172:191-197,OPG173:58-75,OPG180:244-560,OPG189:88-562,OPG190:113-318,OPG193:264-268,OPG198:230-283	False	De Baetselier,I., Van Dijck,C., Kenyon,C., Coppens,J., Smet,H., de Block,T., Coppens,S., Vanroye,F., Bugert,J., Girl,P., Liesenborghs,L., Selhorst,P., Arien,K., Van den Bossche,D., Florence,E., Rezende,A.M., Vercauteren,K., Van Esbroeck,M.	
